"_system_object_id";"oeu_nc_name_de";"oeu_nc_name_en";"_tags";"easydb|row_idx";"easydb|operation";"easydb|status";"easydb|timestamp";"easydb|status_text";"easydb|warning_text";"easydb|id";"easydb|version";"easydb|id_parent";"easydb|depth";"easydb|path";"easydb|act|act__shortest";"easydb|act_role|act_role__all_fields";"easydb|generic_lang|generic_lang__all_fields";"easydb|generic_nametype|generic_nametype__all_fields";"easydb|bi|bi__all_fields";"easydb|ac|ac__all_fields";"easydb|pl|pl_display_short";"easydb|generic_uncertainty|generic_uncert__all_fields";"easydb|generic_identifier_type|generic_identifier_type__all_fields";"easydb|generic_dimensions|generic_dimensions__all_fields";"easydb|oeu_nc_type|oeu_type__all_fields";"easydb|hierarchy-oeu|oeu__all_fields";"easydb|do|do__generic_import"
"112604";"Schweizer Armee : Geh- und Karrensteg";"Swiss Army : Walkway and Cart Bridge";"ed-dc-leo";"12";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17960";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112605";"Trickler Schaumstoff";"Trickler Foam";"ed-dc-leo";"13";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17961";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112606";"HIB : JPA Nelissen : Universal Sporthalle Nr. 6 und 7";"HIB : Jpa Nelissen : Universal Sports Hall No. 6 and 7";"ed-dc-leo";"14";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17962";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112607";"Maus Frères : Firma Nordmann : Lagerhaus : Neubau";"Maus Frères : Nordmann Company : Warehouse : New Building";"ed-dc-leo";"15";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17963";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112608";"Kebau AG : Türkisches Kulturzentrum : Moschee";"Kebau AG : Turkish Cultural Center : Mosque";"ed-dc-leo";"16";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17964";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112609";"Hüseyn";"Hüseyn";"ed-dc-leo";"17";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17965";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112610";"Kupferschmiede und Apparatebau W. Jäggi & Co.";"Coppersmiths and Apparatus Engineering W. Jäggi & Co.";"ed-dc-leo";"18";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17966";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112611";"Umfahrungsstrasse Wangen";"Wangen Bypass Road";"ed-dc-leo";"19";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17967";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112613";"Gartencenter Ferme de Servon (heute Jardinerie Truffaut) RN 19";"Garden Center Ferme de Servon (Today Jardinerie Truffaut) RN 19";"ed-dc-leo";"20";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17969";"14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112614";"Herr Zaugg, Geilinger";"Mr. Zaugg, Geilinger";"ed-dc-leo";"21";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17970";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112615";"Meret Oppenheim-Brunnen";"Meret Oppenheim Fountain";"ed-dc-leo";"22";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17971";"16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112616";"Dietze : Kommunikationszentrum am Stausee Hohenfelde";"Dietze : Communication Center at the Hohenfelde Reservoir";"ed-dc-leo";"23";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17972";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112618";"Weberei Ganahl & Co. Frastanz";"Weaving Mill Ganahl & Co. Frastanz";"ed-dc-leo";"24";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17974";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112619";"Arbex Team Zurich : Exhibition Hall : Möbelausstellung";"Arbex Team Zurich : Exhibition Hall : Furniture Exhibition";"ed-dc-leo";"25";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17975";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112620";"Pilatus Porter : Tonnengwölbe";"Pilatus Porter : Barrel Vault";"ed-dc-leo";"26";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17976";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112622";"Maschinenfabrik Wälchli";"Machine Factory Wälchli";"ed-dc-leo";"27";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17978";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112623";"A. Ronx";"A. Ronx";"ed-dc-leo";"28";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17979";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112626";"Einfamilienhaus Berchtold : Schutzraum";"Berchtold Family House : Emergency Room";"ed-dc-leo";"29";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17982";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112628";"Isolierwerk Meier-Schenk AG : Fabrikneubau";"Isolierwerk Meier-Schenk AG : New Factory Building";"ed-dc-leo";"30";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17984";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112629";"Gitterkuppel Forum Steglitz";"Forum Steglitz Lattice Dome";"ed-dc-leo";"31";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17985";"14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112630";"Aluminium Schweisswerk AG : EC-Gebäude";"Aluminum Schweisswerk AG : EC Building";"ed-dc-leo";"32";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17986";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112631";"HIB : Tenniscenter Paradies Allschwil";"HIB : Tennis Centre Paradies Allschwil";"ed-dc-leo";"33";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17987";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112632";"ETHZ : Betriebswissenschaftliches Institut : Hallenbauten";"ETHZ : Business Administration Institute : Hall Construction";"ed-dc-leo";"34";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17988";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112633";"Copérative de Menuiserie";"Copérative de Menuiserie";"ed-dc-leo";"35";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17989";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112634";"Hallensystem in Warschau : Flughafenhallen";"Hall System in Warsaw : Airport Halls";"ed-dc-leo";"36";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17990";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112635";"Centre de Pilotage de Lignières SA";"Centre de Pilotage de Lignières SA";"ed-dc-leo";"37";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17991";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112636";"Karlsruher Konservenfabrik GmbH";"Karlsruhe Canning Factory GmbH";"ed-dc-leo";"38";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17992";"16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112637";"Dr. H. Spirig - Olten, Pharmazeutische Fabrik : Neubau";"Dr. H. Spirig - Olten, Pharmaceutical Factory : New Building";"ed-dc-leo";"39";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17993";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112638";"Karl Doelitzsch : Textilmaschinen : Industrie-Anlagen";"Karl Doelitzsch : Textile Machines : Industrial Plants";"ed-dc-leo";"40";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17994";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112639";"Denner : Hallenbau";"Denner : Hall Construction";"ed-dc-leo";"41";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17995";"14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112640";"Fahrzeugbau E. Aebi AG";"Vehicle Construction E. Aebi AG";"ed-dc-leo";"42";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17996";"18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112643";"Bürohaus Waldwiese Heinz Isler";"Office Building Waldwiese Heinz Isler";"ed-dc-leo";"43";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"17999";"18";"17897";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112644";"Hallen in der Schweiz";"Halls in Switzerland";"ed-dc-leo";"44";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18000";"13";"17948";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112645";"Katastrophenhaus (Elementhaus)";"Emergency House (Element House)";"ed-dc-leo";"45";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18001";"16";"20468";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112646";"Sportarena";"Sports Arena";"ed-dc-leo";"46";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18002";"12";"17950";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112647";"Mäder & Co. : Lagerhalle";"Mäder & Co. : Warehouse";"ed-dc-leo";"47";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18003";"12";"17951";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112648";"Bauisolationen F. Kilcher AG";"Building Insulation F. Kilcher AG";"ed-dc-leo";"48";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18004";"38";"17952";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112650";"Consulent-Bau AG : Früchte- und Fleischkühlhäuser";"Consulent-Bau AG : Fruit and Meat Cool Houses";"ed-dc-leo";"49";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18006";"11";"17954";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112651";"Schwimmbad Morges";"Morges Swimming Pool";"ed-dc-leo";"50";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18007";"12";"17955";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112652";"Haus + Herd, Industrie";"House + Stove, Industry";"ed-dc-leo";"51";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18008";"11";"17956";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112653";"Garage Senn";"Garage Senn";"ed-dc-leo";"52";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18009";"14";"17957";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112654";"Hotel Anfi del Mar";"Hotel Anfi del Mar";"ed-dc-leo";"53";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18010";"14";"17958";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112655";"Kunst und Medienzentrum Rheinhafen GmbH : Der Neue Zollhof : Fassade Düsseldorf";"Art and Media Center Rheinhafen GmbH : The Neue Zollhof : Facade Düsseldorf";"ed-dc-leo";"54";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18011";"15";"17959";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112656";"Schweizer Armee : Geh- und Karrensteg";"Swiss Army : Walkway and Cart Bridge";"ed-dc-leo";"55";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18012";"11";"17960";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112657";"Trickler Schaumstoff";"Trickler Foam";"ed-dc-leo";"56";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18013";"12";"17961";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112658";"HIB : JPA Nelissen : Universal Sporthalle Nr. 6 und 7";"HIB : Jpa Nelissen : Universal Sports Hall No. 6 and 7";"ed-dc-leo";"57";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18014";"12";"17962";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112659";"Maus Frères : Firma Nordmann : Lagerhaus : Neubau";"Maus Frères : Nordmann Company : Warehouse : New Building";"ed-dc-leo";"58";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18015";"12";"17963";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112660";"Kebau AG : Türkisches Kulturzentrum : Moschee";"Kebau AG : Turkish Cultural Center : Mosque";"ed-dc-leo";"59";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18016";"11";"17964";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112661";"Hüseyn";"Hüseyn";"ed-dc-leo";"60";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18017";"11";"17965";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112662";"Kupferschmiede und Apparatebau W. Jäggi & Co.";"Coppersmiths and Apparatus Engineering W. Jäggi & Co.";"ed-dc-leo";"61";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18018";"12";"17966";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112663";"Umfahrungsstrasse Wangen";"Wangen Bypass Road";"ed-dc-leo";"62";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18019";"12";"17967";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112664";"Gartencenter Ferme de Servon (heute Jardinerie Truffaut) RN 19";"Garden Center Ferme de Servon (Today Jardinerie Truffaut) RN 19";"ed-dc-leo";"63";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18020";"36";"17969";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112665";"Herr Zaugg, Geilinger";"Mr. Zaugg, Geilinger";"ed-dc-leo";"64";"[""update""]";"done";"2023-06-22 14:45:17";"";"";"18021";"11";"17970";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112666";"Meret Oppenheim-Brunnen";"Meret Oppenheim Fountain";"ed-dc-leo";"65";"[""update""]";"failed";"2023-06-22 14:45:17";"";"";"18022";"30";"17971";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112667";"Dietze : Kommunikationszentrum am Stausee Hohenfelde";"Dietze : Communication Center at the Hohenfelde Reservoir";"ed-dc-leo";"66";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18023";"13";"17972";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112668";"Schenk Filterbau GmbH";"Schenk Filter Construction GmbH";"ed-dc-leo";"67";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18024";"38";"17973";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112669";"Weberei Ganahl & Co.";"Weaving Mill Ganahl & Co. Frastanz";"ed-dc-leo";"68";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18025";"38";"17974";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112670";"Arbex Team Zurich : Exhibition Hall : Möbelausstellung";"Arbex Team Zurich : Exhibition Hall : Furniture Exhibition";"ed-dc-leo";"69";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18026";"13";"17975";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112671";"Pilatus Porter : Tonnengwölbe";"Pilatus Porter : Barrel Vault";"ed-dc-leo";"70";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18027";"11";"17976";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112672";"Garage Altherr (heute Altherr Nutzfahrzeuge AG)";"Garage Altherr (Today Altherr Nutzfahrzeuge AG)";"ed-dc-leo";"71";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18028";"38";"18397";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112673";"Maschinenfabrik Wälchli";"Machine Factory Wälchli";"ed-dc-leo";"72";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18029";"14";"17978";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112674";"A. Ronx";"A. Ronx";"ed-dc-leo";"73";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18030";"12";"17979";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112675";"Bauunternehmung W. Bösiger AG";"Construction Company W. Bösiger AG";"ed-dc-leo";"74";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18031";"40";"22593";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112676";"Florélites Clause SA : Gartencenter Marseille";"Florélites Clause SA : Garden Center Marseille";"ed-dc-leo";"75";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18032";"38";"17981";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112677";"Einfamilienhaus Berchtold : Schutzraum";"Berchtold Family House : Emergency Room";"ed-dc-leo";"76";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18033";"11";"17982";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112678";"Isolierwerk Meier-Schenk AG : Fabrikneubau";"Isolierwerk Meier-Schenk AG : New Factory Building";"ed-dc-leo";"77";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18034";"11";"17984";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112679";"Gitterkuppel Forum Steglitz";"Forum Steglitz Lattice Dome";"ed-dc-leo";"78";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18035";"13";"17985";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112680";"Aluminium Schweisswerk AG : EC-Gebäude";"Aluminum Schweisswerk AG : EC Building";"ed-dc-leo";"79";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18036";"16";"17986";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112681";"HIB : Tenniscenter Paradies Allschwil";"HIB : Tennis Center Paradies Allschwil";"ed-dc-leo";"80";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18037";"37";"17987";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112682";"ETHZ : Betriebswissenschaftliches Institut : Hallenbauten";"ETHZ : Business Administration Institute : Hall Construction";"ed-dc-leo";"81";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18038";"13";"17988";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112683";"Copérative de Menuiserie";"Copérative de Menuiserie";"ed-dc-leo";"82";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18039";"13";"17989";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112684";"Hallensystem in Warschau : Flughafenhallen";"Hall System in Warsaw : Airport Halls";"ed-dc-leo";"83";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18040";"11";"17990";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112685";"Centre de Pilotage de Lignières SA";"Centre de Pilotage de Lignières SA";"ed-dc-leo";"84";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18041";"12";"17991";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112686";"Karlsruher Konservenfabrik GmbH : Neubau";"Karlsruhe Canning Factory GmbH : New Building";"ed-dc-leo";"85";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18042";"34";"17992";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112687";"Dr. H. Spirig - Olten, Pharmazeutische Fabrik : Neubau";"Dr. H. Spirig - Olten, Pharmaceutical Factory : New Building";"ed-dc-leo";"86";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18043";"13";"17993";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112688";"Karl Doelitzsch : Textilmaschinen : Industrie-Anlagen";"Karl Doelitzsch : Textile Machines : Industrial Plants";"ed-dc-leo";"87";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18044";"11";"17994";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112689";"Denner : Hallenbau";"Denner : Hall Construction";"ed-dc-leo";"88";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18045";"12";"17995";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112690";"Fahrzeugbau E. Aebi AG";"Vehicle Construction E. Aebi AG";"ed-dc-leo";"89";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18046";"35";"17996";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112691";"Motel (Albergo) Losone : Schwimmbad";"Motel (Albergo) Losone: Swimming Pool";"ed-dc-leo";"90";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18047";"21";"17452";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112692";"Sportzentrum";"Sport Center";"ed-dc-leo";"91";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18048";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112693";"Zihler AG";"Zihler AG";"ed-dc-leo";"92";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18049";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112694";"BV Veser : Gewerbehalle";"BV Veser : Commercial Hall";"ed-dc-leo";"93";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18050";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112695";"Walter Rytz Heizungen";"Walter Rytz Heaters";"ed-dc-leo";"94";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18051";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112696";"Synagoge : Kuppeln in Israel";"Synagogue : Domes in Israel";"ed-dc-leo";"95";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18052";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112697";"Vorspannysteme Losinger VSL : Werk Lyssach";"Vorspannysteme Losinger VSL : Plant Lyssach";"ed-dc-leo";"96";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18053";"14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112698";"Bauberatung Zement für Baden-Württemberg";"Construction Consultancy for Cement for Baden-Württemberg";"ed-dc-leo";"97";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18054";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112699";"Lastfahrzeug-Garage W. Stutz";"Truck Garage W. Stutz";"ed-dc-leo";"98";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18055";"14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112700";"J.F. Buchi : Einkaufszentrum";"J.F. Buchi : Shopping Center";"ed-dc-leo";"99";"[""update""]";"done";"2023-06-22 14:46:44";"";"";"18056";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
