"_system_object_id";"oeu_nc_name_de";"oeu_nc_name_en";"_tags";"easydb|row_idx";"easydb|operation";"easydb|status";"easydb|timestamp";"easydb|status_text";"easydb|warning_text";"easydb|id";"easydb|version";"easydb|id_parent";"easydb|depth";"easydb|path";"easydb|act|act__shortest";"easydb|act_role|act_role__all_fields";"easydb|generic_lang|generic_lang__all_fields";"easydb|generic_nametype|generic_nametype__all_fields";"easydb|bi|bi__all_fields";"easydb|ac|ac__all_fields";"easydb|pl|pl_display_short";"easydb|generic_uncertainty|generic_uncert__all_fields";"easydb|generic_identifier_type|generic_identifier_type__all_fields";"easydb|generic_dimensions|generic_dimensions__all_fields";"easydb|oeu_nc_type|oeu_type__all_fields";"easydb|hierarchy-oeu|oeu__all_fields";"easydb|do|do__generic_import"
"111615";"Verzinkerei AG Däniken";"Galvanizing AG Däniken";"ed-dc-leo";"18";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16971";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111616";"Carl Spaeter AG";"Carl Spaeter AG";"ed-dc-leo";"19";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16972";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111618";"Industriehallen";"Industrial Hall";"ed-dc-leo";"20";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16974";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111620";"VW-Garage Gebrüder Dürst";"VW Garage Gebrüder Dürst";"ed-dc-leo";"21";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16976";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111621";"(DZ Bank ?)";"(DZ Bank ?)";"ed-dc-leo";"22";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16977";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111623";"Pfannenfabrik Epos : Neuüberdachung";"Pan Factory Epos : New Roofing";"ed-dc-leo";"23";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16979";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111624";"Fabrikationshallen Heinz Messmer";"Manufacturing Halls Heinz Messmer";"ed-dc-leo";"24";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16980";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111625";"HIB : Thyon 2000 : Konferenzsaal und Tennishalle";"HIB : Thyon 2000 : Conference Room and Tennis Hall";"ed-dc-leo";"25";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16981";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111627";"Nord-Süd-Garage Felber & Engler : Ausstellungshalle";"North-South Garage Felber & Engler : Exhibition Hall";"ed-dc-leo";"26";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16983";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111628";"Deutsches Rotes Kreuz : Garage und Magazin (Einfamilienhaus Balz : Anbau)";"German Red Cross : Garage and Warehouse (Single-Family House Balz : Extension)";"ed-dc-leo";"27";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16984";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111629";"Hoch- und Tiefbau-Unternehmung Johann Hackl : Einstellhalle";"Building and Civil Engineering Company Johann Hackl : Parking Garage";"ed-dc-leo";"28";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16985";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111630";"Müller und Laubscher";"Müller and Laubscher";"ed-dc-leo";"29";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16986";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111631";"Härterei Gerster AG";"Heat Treatment Gerster AG";"ed-dc-leo";"30";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16987";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111632";"Ingenieur E. Hauptmann, Essen";"Engineer E. Hauptmann, Essen";"ed-dc-leo";"31";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16988";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111637";"Unterlagen zu Lichtkuppeln, Krananlagen und einer Versuchsschale";"Documents on Domed Skylights, Crane Systems and a Test Shell";"ed-dc-leo";"32";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16993";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111638";"Architekten Suter & Suter : Garagenneubau";"Architects Suter & Suter : New Garage Building";"ed-dc-leo";"33";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16994";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111639";"HIB : Broadland Sports Village : Tennishalle und Eventhalle";"HIB : Broadland Sports Village : Tennis Hall and Event Hall";"ed-dc-leo";"34";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16995";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111640";"HIB : Clydebank Sport Village : Multisporthalle : Bowlinghalle : Hallenbad";"HIB : Clydebank Sport Village : Multisport Hall : Bowling Hall : Indoor Swimming Pool";"ed-dc-leo";"35";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16996";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111641";"Antibakteria AG";"Antibakteria AG";"ed-dc-leo";"36";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16997";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111642";"Bauunternehmung W. Bösiger AG : Erweiterung";"Construction Company W. Bösiger AG : Extension";"ed-dc-leo";"37";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16998";"";"22594";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111643";"Atom Unterstand Propisa";"Atom Shelter Propisa";"ed-dc-leo";"38";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"16999";"";"16949";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111644";"Fulterer";"Fulterer";"ed-dc-leo";"39";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17000";"";"16950";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111645";"Besitzung Ried : Grossviehstall";"Ried Property : Livestock Stables";"ed-dc-leo";"40";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17001";"";"16951";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111646";"Kilcher Wohnhaus";"Kilcher House";"ed-dc-leo";"41";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17002";"";"16952";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111647";"Einfamilienhaus Bittel";"Single-Family House Bittel";"ed-dc-leo";"42";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17003";"";"16953";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111648";"Intrapolis : Trichterhaus";"Intrapolis : Funnel House";"ed-dc-leo";"43";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17004";"";"16954";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111649";"Exbier GmbH : Fabrikationshallen";"Exbier GmbH : Production Halls";"ed-dc-leo";"44";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17005";"";"16955";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111650";"Kirche auf den Antillen";"Church in the West Indies";"ed-dc-leo";"45";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17006";"";"16956";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111651";"Litco SA";"Litco SA";"ed-dc-leo";"46";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17007";"";"16957";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111652";"Seehaus Knoch";"Lakeside House Knoch";"ed-dc-leo";"47";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17008";"";"16958";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111653";"Büro- und Betriebsgebäude Buchversand Dr. Mende";"Office and Factory Building Book Dispatch Dr. Mende";"ed-dc-leo";"48";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17009";"";"16959";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111654";"Weberei Ganahl & Co. : Sanierung";"Weaving Mill Ganahl & Co. : Renovation";"ed-dc-leo";"49";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17010";"";"17974";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111655";"Rometal SA";"Rometal SA";"ed-dc-leo";"50";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17011";"";"16961";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111656";"Losinger & Co. AG (Vorspannsysteme Losinger VSL ?) : Werkstattgebäude";"Losinger & Co. AG (Prestressing Systems Losinger Vsl?) : Workshop Building";"ed-dc-leo";"51";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17012";"";"16962";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111657";"Sportzentrum am Bielersee u.a.";"Sports Center at Lake Biel and Others";"ed-dc-leo";"52";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17013";"";"16963";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111658";"Schweizerische Bundesbahnen SBB : Dachelemente für Wartehallen : Flughafen Kloten";"Swiss Federal Railways SBB : Roof Elements for Waiting Halls : Kloten Airport";"ed-dc-leo";"53";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17014";"";"16964";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111659";"Schwimmbad Gianella";"Swimming Pool Gianella";"ed-dc-leo";"54";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17015";"";"16965";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111661";"Rick (Konfektionshaus, Bodenbeläge)";"Rick (Clothing Store, Flooring)";"ed-dc-leo";"55";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17017";"";"20291";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111662";"Baugeschäft Neumatt Lorenzi Fritz : Einstellhalle : Neubau";"Construction Business Neumatt Lorenzi Fritz : Parking Garage : New Building";"ed-dc-leo";"56";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17018";"";"16968";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111663";"Ins im Seeland";"Ins in Zealand";"ed-dc-leo";"57";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17019";"";"16969";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111664";"Firma Mautner Markhof : Lager- und Garagenneubau";"Mautner Markhof Company : Storage and New Garage Building";"ed-dc-leo";"58";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17020";"";"16970";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111665";"Verzinkerei AG Däniken";"Galvanizing AG Däniken";"ed-dc-leo";"59";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17021";"";"16971";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111666";"Carl Spaeter AG";"Carl Spaeter AG";"ed-dc-leo";"60";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17022";"";"16972";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111667";"Carrosseriewerk Ramseier & Jenzer AG : Gesamtplanung";"Car Body Factory Ramseier & Jenzer AG : Overall Planning";"ed-dc-leo";"61";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17023";"";"21288";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111668";"Industriehallen";"Industrial Hall";"ed-dc-leo";"62";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17024";"";"16974";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111670";"VW-Garage Gebrüder Dürst";"VW Garage Gebrüder Dürst";"ed-dc-leo";"63";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17026";"";"16976";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111671";"(DZ Bank ?)";"(DZ Bank ?)";"ed-dc-leo";"64";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17027";"";"16977";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111672";"Rexer";"Rexer";"ed-dc-leo";"65";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17028";"";"20696";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111673";"Pfannenfabrik Epos : Neuüberdachung";"Pan Factory Epos : New Roofing";"ed-dc-leo";"66";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17029";"";"16979";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111674";"Fabrikationshallen Heinz Messmer";"Manufacturing Halls Heinz Messmer";"ed-dc-leo";"67";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17030";"";"16980";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111675";"HIB : Thyon 2000 : Konferenzsaal und Tennishalle";"HIB : Thyon 2000 : Conference Room and Tennis Hall";"ed-dc-leo";"68";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17031";"";"16981";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111676";"Diverse Anfrage mit wenig Material";"Various Request With Little Material";"ed-dc-leo";"69";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17032";"";"16982";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111677";"Nord-Süd-Garage Felber & Engler : Ausstellungshalle";"North-South Garage Felber & Engler : Exhibition Hall";"ed-dc-leo";"70";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17033";"";"16983";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111678";"Deutsches Rotes Kreuz : Garage und Magazin (Einfamilienhaus Balz : Anbau)";"German Red Cross : Garage and Warehouse (Single-Family House Balz : Extension)";"ed-dc-leo";"71";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17034";"";"16984";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111679";"Hoch- und Tiefbau-Unternehmung Johann Hackl : Einstellhalle";"Building and Civil Engineering Company Johann Hackl : Parking Garage";"ed-dc-leo";"72";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17035";"";"16985";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111680";"Müller und Laubscher";"Müller and Laubscher";"ed-dc-leo";"73";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17036";"";"16986";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111681";"Härterei Gerster AG";"Heat Treatment Gerster AG";"ed-dc-leo";"74";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17037";"";"16987";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111682";"Ingenieur E. Hauptmann, Essen";"Engineer E. Hauptmann, Essen";"ed-dc-leo";"75";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17038";"";"16988";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111683";"Chemisch Technische Produkte Blaser & Co. AG (heute Blaser Swisslube AG) („Blaha“)";"Chemical Technical Products Blaser & Co. AG (Today Blaser Swisslube AG) (""Blaha"")";"ed-dc-leo";"76";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17039";"";"20997";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111685";"Schuhgrosshandel JLCO J. Lüthi + Co. AG : Lagerhalle Buchmatt (Halle Expo 64 Lausanne)";"Shoe Wholesale JLCO J. Lüthi + Co.AG : Buchmatt Warehouse (Hall Expo 64 Lausanne)";"ed-dc-leo";"77";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17041";"";"19955";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111686";"Florélites Clause SA : Gartencenter RN 7 Saint-Fargeau-Ponthierry : Village d’Artisans (Künstlerateliers)";"Florélites Clause SA : Garden Center RN 7 Saint-Fargeau-Ponthierry : Village D’Artisans (Artists’ Studios)";"ed-dc-leo";"78";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17042";"";"19470";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111687";"Unterlagen zu Lichtkuppeln, Krananlagen und einer Versuchsschale";"Documents on Domed Skylights, Crane Systems and a Test Shell";"ed-dc-leo";"79";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17043";"";"16993";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111688";"Architekten Suter & Suter : Garagenneubau";"Architects Suter & Suter : New Garage Building";"ed-dc-leo";"80";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17044";"";"16994";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111689";"HIB : Broadland Sports Village : Tennishalle und Eventhalle";"HIB : Broadland Sports Village : Tennis Hall and Event Hall";"ed-dc-leo";"81";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17045";"";"16995";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111690";"HIB : Clydebank Sport Village : Multisporthalle : Bowlinghalle : Hallenbad";"HIB : Clydebank Sport Village : Multisport Hall : Bowling Hall : Indoor Swimming Pool";"ed-dc-leo";"82";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17046";"";"16996";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111691";"Antibakteria AG";"Antibakteria AG";"ed-dc-leo";"83";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17047";"";"16997";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111693";"Albert Burkart : Lagergebäude";"Albert Burkart : Warehouse";"ed-dc-leo";"84";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17049";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111694";"Fahrradfabrik Mondia : Ersatzteillager : Neubau";"Bicycle Factory Mondia : Spare Parts Store : New Building";"ed-dc-leo";"85";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17050";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111695";"Carl Spaeter AG";"Carl Spaeter AG";"ed-dc-leo";"86";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17051";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111696";"Südwestdeutsche Verkehrs-AG SWEG : Triebwagenwartungshalle Ottenhöfen";"Südwestdeutsche Verkehrs-AG SWEG : Railcar Maintenance Hall Ottenhöfen";"ed-dc-leo";"87";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17052";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111697";"Erdhaus Martin Tschaggelar : Öko-Pilotprojekt Birchen";"Earthhouse Martin Tschaggelar : Birchen Eco-Pilot Project";"ed-dc-leo";"88";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17053";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111698";"Carrosseriewerk Ramseier & Jenzer AG : Werkhallen in Worblaufen : Neubau";"Car Body Factory Ramseier & Jenzer AG : Workshops in Worblaufen : New Building";"ed-dc-leo";"89";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17054";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111699";"Arkina SA (Wüthrich Thun)";"Arkina SA (Wüthrich Thun)";"ed-dc-leo";"90";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17055";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111700";"Eidgenössisches Arbeitsinspektorat, Kreis 2";"Federal Labor Inspectorate, District 2";"ed-dc-leo";"91";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17056";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111701";"Amt für Mass und Gewicht AMG (heute Eidgenössisches Institut für Metrologie Metas) : Turmaufsatz";"Office for Weights and Measures Amg (Today Swiss Federal Institute for Metrology Metas) : Tower Top";"ed-dc-leo";"92";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17057";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111702";"Aluminium-Wasserfahrzeuge-Fabrik Spiboot";"Aluminum Watercraft Factory Spiboot";"ed-dc-leo";"93";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17058";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111703";"Alucoplast Skandinavien : Leichtmetall-Fenster-Fabrik";"Alucoplast Scandinavia : Light Metal Window Factory";"ed-dc-leo";"94";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17059";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111705";"Stromeyer & Co. GmbH";"Stromeyer & Co. GmbH";"ed-dc-leo";"95";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17061";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111706";"Michael Bardey : Gespräch";"Michael Bardey : Conversation";"ed-dc-leo";"96";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17062";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111707";"Schweizer Armee : Brücke Habkern";"Swiss Army : Habkern Bridge";"ed-dc-leo";"97";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17063";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111709";"Stadttheater Winterthur : Zivilschutzanlage";"Stadttheater Winterthur : Civil Defense System";"ed-dc-leo";"98";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17065";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111710";"Olympiagelände München : Olympiastadion";"Munich Olympic Park : Olympic Stadium";"ed-dc-leo";"99";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17066";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111711";"Store for Mr. Bin-Yaqub";"Store for Mr. Bin-Yaqub";"ed-dc-leo";"100";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17067";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111712";"Einfamilienhaus Etter";"Single-Family House Etter Lurtigen";"ed-dc-leo";"101";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17068";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111713";"LIAS Leichtbaustoffe GmbH";"LIAS Leichtbaustoffe GmbH";"ed-dc-leo";"102";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17069";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111714";"Hunziker";"Hunziker";"ed-dc-leo";"103";"[""update""]";"done";"2023-06-22 11:56:32";"";"";"17070";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
