"_system_object_id";"oeu_nc_name_de";"oeu_nc_name_en";"_tags";"easydb|row_idx";"easydb|operation";"easydb|status";"easydb|timestamp";"easydb|status_text";"easydb|warning_text";"easydb|id";"easydb|version";"easydb|id_parent";"easydb|depth";"easydb|path";"easydb|act|act__shortest";"easydb|act_role|act_role__all_fields";"easydb|generic_lang|generic_lang__all_fields";"easydb|generic_nametype|generic_nametype__all_fields";"easydb|bi|bi__all_fields";"easydb|ac|ac__all_fields";"easydb|pl|pl_display_short";"easydb|generic_uncertainty|generic_uncert__all_fields";"easydb|generic_identifier_type|generic_identifier_type__all_fields";"easydb|generic_dimensions|generic_dimensions__all_fields";"easydb|oeu_nc_type|oeu_type__all_fields";"easydb|hierarchy-oeu|oeu__all_fields";"easydb|do|do__generic_import"
"112602";"Hotel Anfi del Mar";"Hotel Anfi del Mar";"ed-dc-leo";"10";"[""update""]";"done";"2023-06-22 14:04:33";"";"";"17958";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112603";"Kunst und Medienzentrum Rheinhafen GmbH : Der Neue Zollhof : Fassade Düsseldorf";"Art and Media Center Rheinhafen GmbH : The Neue Zollhof : Facade Düsseldorf";"ed-dc-leo";"11";"[""update""]";"done";"2023-06-22 14:04:33";"";"";"17959";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112604";"Schweizer Armee : Geh- und Karrensteg";"Swiss Army : Walkway and Cart Bridge";"ed-dc-leo";"12";"[""update""]";"done";"2023-06-22 14:04:33";"";"";"17960";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112605";"Trickler Schaumstoff";"Trickler Foam";"ed-dc-leo";"13";"[""update""]";"done";"2023-06-22 14:04:33";"";"";"17961";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112606";"HIB : JPA Nelissen : Universal Sporthalle Nr. 6 und 7";"HIB : Jpa Nelissen : Universal Sports Hall No. 6 and 7";"ed-dc-leo";"14";"[""update""]";"done";"2023-06-22 14:04:33";"";"";"17962";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112607";"Maus Frères : Firma Nordmann : Lagerhaus : Neubau";"Maus Frères : Nordmann Company : Warehouse : New Building";"ed-dc-leo";"15";"[""update""]";"done";"2023-06-22 14:04:33";"";"";"17963";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112608";"Kebau AG : Türkisches Kulturzentrum : Moschee";"Kebau AG : Turkish Cultural Center : Mosque";"ed-dc-leo";"16";"[""update""]";"done";"2023-06-22 14:04:33";"";"";"17964";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112609.6618";"Schweizerische Drahtziegelfabrik Lotzwil SDL AG";"Swiss Wirecut Brick Factory Lotzwil SDL AG";"ed-dc-leo";"17";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112610.7941";"Feriendorf (heute Hotel) Twannberg : Iglus";"Feriendorf (Today Hotel) Twannberg : Igloos";"ed-dc-leo";"18";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112611.9265";"Hallen in der Schweiz";"Halls in Switzerland";"ed-dc-leo";"19";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112613.0588";"Sportarena";"Sports Arena";"ed-dc-leo";"20";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112614.1912";"Mäder & Co. : Lagerhalle";"Mäder & Co. : Warehouse";"ed-dc-leo";"21";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112615.3235";"Bauisolationen F. Kilcher AG";"Building Insulation F. Kilcher AG";"ed-dc-leo";"22";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112616.4559";"Consulent-Bau AG : Früchte- und Fleischkühlhäuser";"Consulent-Bau AG : Fruit and Meat Cool Houses";"ed-dc-leo";"23";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112617.5882";"Schwimmbad Morges";"Morges Swimming Pool";"ed-dc-leo";"24";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112618.7206";"Haus + Herd, Industrie";"House + Stove, Industry";"ed-dc-leo";"25";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112619.8529";"Garage Senn";"Garage Senn";"ed-dc-leo";"26";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112620.9853";"Hotel Anfi del Mar";"Hotel Anfi del Mar";"ed-dc-leo";"27";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112622.1176";"Kunst und Medienzentrum Rheinhafen GmbH : Der Neue Zollhof : Fassade Düsseldorf";"Art and Media Center Rheinhafen GmbH : The Neue Zollhof : Facade Düsseldorf";"ed-dc-leo";"28";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112623.25";"Schweizer Armee : Geh- und Karrensteg";"Swiss Army : Walkway and Cart Bridge";"ed-dc-leo";"29";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112624.3824";"Trickler Schaumstoff";"Trickler Foam";"ed-dc-leo";"30";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112625.5147";"HIB : JPA Nelissen : Universal Sporthalle Nr. 6 und 8";"HIB : Jpa Nelissen : Universal Sports Hall No. 6 and 8";"ed-dc-leo";"31";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112626.6471";"Maus Frères : Firma Nordmann : Lagerhaus : Neubau";"Maus Frères : Nordmann Company : Warehouse : New Building";"ed-dc-leo";"32";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112627.7794";"Kebau AG : Türkisches Kulturzentrum : Moschee";"Kebau AG : Turkish Cultural Center : Mosque";"ed-dc-leo";"33";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112628.9118";"Schweizerische Drahtziegelfabrik Lotzwil SDL AG";"Swiss Wirecut Brick Factory Lotzwil SDL AG";"ed-dc-leo";"34";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112630.0441";"Feriendorf (heute Hotel) Twannberg : Iglus";"Feriendorf (Today Hotel) Twannberg : Igloos";"ed-dc-leo";"35";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112631.1765";"Hallen in der Schweiz";"Halls in Switzerland";"ed-dc-leo";"36";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112632.3088";"Sportarena";"Sports Arena";"ed-dc-leo";"37";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112633.4412";"Mäder & Co. : Lagerhalle";"Mäder & Co. : Warehouse";"ed-dc-leo";"38";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112634.5735";"Bauisolationen F. Kilcher AG";"Building Insulation F. Kilcher AG";"ed-dc-leo";"39";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112635.7059";"Consulent-Bau AG : Früchte- und Fleischkühlhäuser";"Consulent-Bau AG : Fruit and Meat Cool Houses";"ed-dc-leo";"40";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112636.8382";"Schwimmbad Morges";"Morges Swimming Pool";"ed-dc-leo";"41";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112637.9706";"Haus + Herd, Industrie";"House + Stove, Industry";"ed-dc-leo";"42";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112639.1029";"Garage Senn";"Garage Senn";"ed-dc-leo";"43";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112640.2353";"Hotel Anfi del Mar";"Hotel Anfi del Mar";"ed-dc-leo";"44";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112641.3676";"Kunst und Medienzentrum Rheinhafen GmbH : Der Neue Zollhof : Fassade Düsseldorf";"Art and Media Center Rheinhafen GmbH : The Neue Zollhof : Facade Düsseldorf";"ed-dc-leo";"45";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112642.5";"Schweizer Armee : Geh- und Karrensteg";"Swiss Army : Walkway and Cart Bridge";"ed-dc-leo";"46";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112643.6324";"Trickler Schaumstoff";"Trickler Foam";"ed-dc-leo";"47";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112644.7647";"HIB : JPA Nelissen : Universal Sporthalle Nr. 6 und 9";"HIB : Jpa Nelissen : Universal Sports Hall No. 6 and 9";"ed-dc-leo";"48";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112645.8971";"Maus Frères : Firma Nordmann : Lagerhaus : Neubau";"Maus Frères : Nordmann Company : Warehouse : New Building";"ed-dc-leo";"49";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112647.0294";"Kebau AG : Türkisches Kulturzentrum : Moschee";"Kebau AG : Turkish Cultural Center : Mosque";"ed-dc-leo";"50";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112648.1618";"Schweizerische Drahtziegelfabrik Lotzwil SDL AG";"Swiss Wirecut Brick Factory Lotzwil SDL AG";"ed-dc-leo";"51";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112649.2941";"Feriendorf (heute Hotel) Twannberg : Iglus";"Feriendorf (Today Hotel) Twannberg : Igloos";"ed-dc-leo";"52";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112650.4265";"Hallen in der Schweiz";"Halls in Switzerland";"ed-dc-leo";"53";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112651.5588";"Sportarena";"Sports Arena";"ed-dc-leo";"54";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112652.6912";"Mäder & Co. : Lagerhalle";"Mäder & Co. : Warehouse";"ed-dc-leo";"55";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112653.8235";"Bauisolationen F. Kilcher AG";"Building Insulation F. Kilcher AG";"ed-dc-leo";"56";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112654.9559";"Consulent-Bau AG : Früchte- und Fleischkühlhäuser";"Consulent-Bau AG : Fruit and Meat Cool Houses";"ed-dc-leo";"57";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112656.0882";"Schwimmbad Morges";"Morges Swimming Pool";"ed-dc-leo";"58";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112657.2206";"Haus + Herd, Industrie";"House + Stove, Industry";"ed-dc-leo";"59";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112658.3529";"Garage Senn";"Garage Senn";"ed-dc-leo";"60";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112659.4853";"Hotel Anfi del Mar";"Hotel Anfi del Mar";"ed-dc-leo";"61";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112660.6176";"Kunst und Medienzentrum Rheinhafen GmbH : Der Neue Zollhof : Fassade Düsseldorf";"Art and Media Center Rheinhafen GmbH : The Neue Zollhof : Facade Düsseldorf";"ed-dc-leo";"62";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112661.75";"Schweizer Armee : Geh- und Karrensteg";"Swiss Army : Walkway and Cart Bridge";"ed-dc-leo";"63";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112662.8824";"Trickler Schaumstoff";"Trickler Foam";"ed-dc-leo";"64";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112664.0147";"HIB : JPA Nelissen : Universal Sporthalle Nr. 6 und 10";"HIB : Jpa Nelissen : Universal Sports Hall No. 6 and 10";"ed-dc-leo";"65";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112665.1471";"Maus Frères : Firma Nordmann : Lagerhaus : Neubau";"Maus Frères : Nordmann Company : Warehouse : New Building";"ed-dc-leo";"66";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112666.2794";"Kebau AG : Türkisches Kulturzentrum : Moschee";"Kebau AG : Turkish Cultural Center : Mosque";"ed-dc-leo";"67";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112667.4118";"Schweizerische Drahtziegelfabrik Lotzwil SDL AG";"Swiss Wirecut Brick Factory Lotzwil SDL AG";"ed-dc-leo";"68";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112668.5441";"Feriendorf (heute Hotel) Twannberg : Iglus";"Feriendorf (Today Hotel) Twannberg : Igloos";"ed-dc-leo";"69";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112669.6765";"Hallen in der Schweiz";"Halls in Switzerland";"ed-dc-leo";"70";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112670.8088";"Sportarena";"Sports Arena";"ed-dc-leo";"71";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112671.9412";"Mäder & Co. : Lagerhalle";"Mäder & Co. : Warehouse";"ed-dc-leo";"72";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112673.0735";"Bauisolationen F. Kilcher AG";"Building Insulation F. Kilcher AG";"ed-dc-leo";"73";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112674.2059";"Consulent-Bau AG : Früchte- und Fleischkühlhäuser";"Consulent-Bau AG : Fruit and Meat Cool Houses";"ed-dc-leo";"74";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112675.3382";"Schwimmbad Morges";"Morges Swimming Pool";"ed-dc-leo";"75";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112676.4706";"Haus + Herd, Industrie";"House + Stove, Industry";"ed-dc-leo";"76";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112677.6029";"Garage Senn";"Garage Senn";"ed-dc-leo";"77";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112678.7353";"Hotel Anfi del Mar";"Hotel Anfi del Mar";"ed-dc-leo";"78";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112679.8676";"Kunst und Medienzentrum Rheinhafen GmbH : Der Neue Zollhof : Fassade Düsseldorf";"Art and Media Center Rheinhafen GmbH : The Neue Zollhof : Facade Düsseldorf";"ed-dc-leo";"79";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112681";"Schweizer Armee : Geh- und Karrensteg";"Swiss Army : Walkway and Cart Bridge";"ed-dc-leo";"80";"[""update""]";"done";"2023-06-22 14:04:33";"";"";"18037";"";"17987";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112682.1324";"Trickler Schaumstoff";"Trickler Foam";"ed-dc-leo";"81";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112683.2647";"HIB : JPA Nelissen : Universal Sporthalle Nr. 6 und 11";"HIB : Jpa Nelissen : Universal Sports Hall No. 6 and 11";"ed-dc-leo";"82";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112684.3971";"Maus Frères : Firma Nordmann : Lagerhaus : Neubau";"Maus Frères : Nordmann Company : Warehouse : New Building";"ed-dc-leo";"83";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112685.5294";"Kebau AG : Türkisches Kulturzentrum : Moschee";"Kebau AG : Turkish Cultural Center : Mosque";"ed-dc-leo";"84";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112686.6618";"Schweizerische Drahtziegelfabrik Lotzwil SDL AG";"Swiss Wirecut Brick Factory Lotzwil SDL AG";"ed-dc-leo";"85";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112687.7941";"Feriendorf (heute Hotel) Twannberg : Iglus";"Feriendorf (Today Hotel) Twannberg : Igloos";"ed-dc-leo";"86";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112688.9265";"Hallen in der Schweiz";"Halls in Switzerland";"ed-dc-leo";"87";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112690.0588";"Sportarena";"Sports Arena";"ed-dc-leo";"88";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112691.1912";"Mäder & Co. : Lagerhalle";"Mäder & Co. : Warehouse";"ed-dc-leo";"89";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112692.3235";"Bauisolationen F. Kilcher AG";"Building Insulation F. Kilcher AG";"ed-dc-leo";"90";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112693.4559";"Consulent-Bau AG : Früchte- und Fleischkühlhäuser";"Consulent-Bau AG : Fruit and Meat Cool Houses";"ed-dc-leo";"91";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112694.5882";"Schwimmbad Morges";"Morges Swimming Pool";"ed-dc-leo";"92";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112695.7206";"Haus + Herd, Industrie";"House + Stove, Industry";"ed-dc-leo";"93";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112696.8529";"Garage Senn";"Garage Senn";"ed-dc-leo";"94";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112697.9853";"Hotel Anfi del Mar";"Hotel Anfi del Mar";"ed-dc-leo";"95";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112699.1176";"Kunst und Medienzentrum Rheinhafen GmbH : Der Neue Zollhof : Fassade Düsseldorf";"Art and Media Center Rheinhafen GmbH : The Neue Zollhof : Facade Düsseldorf";"ed-dc-leo";"96";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112700.25";"Schweizer Armee : Geh- und Karrensteg";"Swiss Army : Walkway and Cart Bridge";"ed-dc-leo";"97";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112701.3824";"Trickler Schaumstoff";"Trickler Foam";"ed-dc-leo";"98";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112702.5147";"HIB : JPA Nelissen : Universal Sporthalle Nr. 6 und 12";"HIB : Jpa Nelissen : Universal Sports Hall No. 6 and 12";"ed-dc-leo";"99";"[""insert""]";"ready";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
