"_system_object_id","oeu_nc_name_de","oeu_nc_name_en","_tags"
"111649","Exbier GmbH : Fabrikationshallen","Exbier GmbH : Production Halls","ed-dc-leo"
"111650","Kirche auf den Antillen","Church in the West Indies","ed-dc-leo"
"111651","Litco SA","Litco SA","ed-dc-leo"
"111652","Seehaus Knoch","Lakeside House Knoch","ed-dc-leo"
"111653","Büro- und Betriebsgebäude Buchversand Dr. Mende","Office and Factory Building Book Dispatch Dr. Mende","ed-dc-leo"
"111654","Weberei Ganahl & Co. : Sanierung","Weaving Mill Ganahl & Co. : Renovation","ed-dc-leo"
"111655","Rometal SA","Rometal SA","ed-dc-leo"
"111656","Losinger & Co. AG (Vorspannsysteme Losinger VSL ?) : Werkstattgebäude","Losinger & Co. AG (Prestressing Systems Losinger Vsl?) : Workshop Building","ed-dc-leo"
"111657","Sportzentrum am Bielersee u.a.","Sports Center at Lake Biel and Others","ed-dc-leo"
"111658","Schweizerische Bundesbahnen SBB : Dachelemente für Wartehallen : Flughafen Kloten","Swiss Federal Railways SBB : Roof Elements for Waiting Halls : Kloten Airport","ed-dc-leo"
"111659","Schwimmbad Gianella","Swimming Pool Gianella","ed-dc-leo"
"111661","Rick (Konfektionshaus, Bodenbeläge)","Rick (Clothing Store, Flooring)","ed-dc-leo"
"111662","Baugeschäft Neumatt Lorenzi Fritz : Einstellhalle : Neubau","Construction Business Neumatt Lorenzi Fritz : Parking Garage : New Building","ed-dc-leo"
"111663","Ins im Seeland","Ins in Zealand","ed-dc-leo"
"111664","Firma Mautner Markhof : Lager- und Garagenneubau","Mautner Markhof Company : Storage and New Garage Building","ed-dc-leo"
"111665","Verzinkerei AG Däniken","Galvanizing AG Däniken","ed-dc-leo"
"111666","Carl Spaeter AG","Carl Spaeter AG","ed-dc-leo"
"111667","Carrosseriewerk Ramseier & Jenzer AG : Gesamtplanung","Car Body Factory Ramseier & Jenzer AG : Overall Planning","ed-dc-leo"
"111668","Industriehallen","Industrial Hall","ed-dc-leo"
"111670","VW-Garage Gebrüder Dürst","VW Garage Gebrüder Dürst","ed-dc-leo"
"111671","(DZ Bank ?)","(DZ Bank ?)","ed-dc-leo"
"111672","Rexer","Rexer","ed-dc-leo"
"111673","Pfannenfabrik Epos : Neuüberdachung","Pan Factory Epos : New Roofing","ed-dc-leo"
"111674","Fabrikationshallen Heinz Messmer","Manufacturing Halls Heinz Messmer","ed-dc-leo"
"111675","HIB : Thyon 2000 : Konferenzsaal und Tennishalle","HIB : Thyon 2000 : Conference Room and Tennis Hall","ed-dc-leo"
"111676","Diverse Anfrage mit wenig Material","Various Request With Little Material","ed-dc-leo"
"111677","Nord-Süd-Garage Felber & Engler : Ausstellungshalle","North-South Garage Felber & Engler : Exhibition Hall","ed-dc-leo"
"111678","Deutsches Rotes Kreuz : Garage und Magazin (Einfamilienhaus Balz : Anbau)","German Red Cross : Garage and Warehouse (Single-Family House Balz : Extension)","ed-dc-leo"
"111679","Hoch- und Tiefbau-Unternehmung Johann Hackl : Einstellhalle","Building and Civil Engineering Company Johann Hackl : Parking Garage","ed-dc-leo"
"111680","Müller und Laubscher","Müller and Laubscher","ed-dc-leo"
"111681","Härterei Gerster AG","Heat Treatment Gerster AG","ed-dc-leo"
"111682","Ingenieur E. Hauptmann, Essen","Engineer E. Hauptmann, Essen","ed-dc-leo"
"111683","Chemisch Technische Produkte Blaser & Co. AG (heute Blaser Swisslube AG) („Blaha“)","Chemical Technical Products Blaser & Co. AG (Today Blaser Swisslube AG) (""Blaha"")","ed-dc-leo"
"111685","Schuhgrosshandel JLCO J. Lüthi + Co. AG : Lagerhalle Buchmatt (Halle Expo 64 Lausanne)","Shoe Wholesale JLCO J. Lüthi + Co.AG : Buchmatt Warehouse (Hall Expo 64 Lausanne)","ed-dc-leo"
"111686","Florélites Clause SA : Gartencenter RN 7 Saint-Fargeau-Ponthierry : Village d’Artisans (Künstlerateliers)","Florélites Clause SA : Garden Center RN 7 Saint-Fargeau-Ponthierry : Village D’Artisans (Artists’ Studios)","ed-dc-leo"
"111687","Unterlagen zu Lichtkuppeln, Krananlagen und einer Versuchsschale","Documents on Domed Skylights, Crane Systems and a Test Shell","ed-dc-leo"
"111688","Architekten Suter & Suter : Garagenneubau","Architects Suter & Suter : New Garage Building","ed-dc-leo"
"111689","HIB : Broadland Sports Village : Tennishalle und Eventhalle","HIB : Broadland Sports Village : Tennis Hall and Event Hall","ed-dc-leo"
"111690","HIB : Clydebank Sport Village : Multisporthalle : Bowlinghalle : Hallenbad","HIB : Clydebank Sport Village : Multisport Hall : Bowling Hall : Indoor Swimming Pool","ed-dc-leo"
"111691","Antibakteria AG","Antibakteria AG","ed-dc-leo"
"111693","Albert Burkart : Lagergebäude","Albert Burkart : Warehouse","ed-dc-leo"
"111694","Fahrradfabrik Mondia : Ersatzteillager : Neubau","Bicycle Factory Mondia : Spare Parts Store : New Building","ed-dc-leo"
"111695","Carl Spaeter AG","Carl Spaeter AG","ed-dc-leo"
"111696","Südwestdeutsche Verkehrs-AG SWEG : Triebwagenwartungshalle Ottenhöfen","Südwestdeutsche Verkehrs-AG SWEG : Railcar Maintenance Hall Ottenhöfen","ed-dc-leo"
"111697","Erdhaus Martin Tschaggelar : Öko-Pilotprojekt Birchen","Earthhouse Martin Tschaggelar : Birchen Eco-Pilot Project","ed-dc-leo"
"111698","Carrosseriewerk Ramseier & Jenzer AG : Werkhallen in Worblaufen : Neubau","Car Body Factory Ramseier & Jenzer AG : Workshops in Worblaufen : New Building","ed-dc-leo"
"111699","Arkina SA (Wüthrich Thun)","Arkina SA (Wüthrich Thun)","ed-dc-leo"
"111700","Eidgenössisches Arbeitsinspektorat, Kreis 2","Federal Labor Inspectorate, District 2","ed-dc-leo"
"111701","Amt für Mass und Gewicht AMG (heute Eidgenössisches Institut für Metrologie Metas) : Turmaufsatz","Office for Weights and Measures Amg (Today Swiss Federal Institute for Metrology Metas) : Tower Top","ed-dc-leo"
"111702","Aluminium-Wasserfahrzeuge-Fabrik Spiboot","Aluminum Watercraft Factory Spiboot","ed-dc-leo"
"111703","Alucoplast Skandinavien : Leichtmetall-Fenster-Fabrik","Alucoplast Scandinavia : Light Metal Window Factory","ed-dc-leo"
"111705","Stromeyer & Co. GmbH","Stromeyer & Co. GmbH","ed-dc-leo"
"111706","Michael Bardey : Gespräch","Michael Bardey : Conversation","ed-dc-leo"
"111707","Schweizer Armee : Brücke Habkern","Swiss Army : Habkern Bridge","ed-dc-leo"
"111709","Stadttheater Winterthur : Zivilschutzanlage","Stadttheater Winterthur : Civil Defense System","ed-dc-leo"
"111710","Olympiagelände München : Olympiastadion","Munich Olympic Park : Olympic Stadium","ed-dc-leo"
"111711","Store for Mr. Bin-Yaqub","Store for Mr. Bin-Yaqub","ed-dc-leo"
"111712","Einfamilienhaus Etter","Single-Family House Etter Lurtigen","ed-dc-leo"
"111713","LIAS Leichtbaustoffe GmbH","LIAS Leichtbaustoffe GmbH","ed-dc-leo"
"111714","Hunziker","Hunziker","ed-dc-leo"
"111715","Inelectra SA : Ausstellungshalle","Inelectra SA : Exhibition Hall","ed-dc-leo"
"111716","Jakober : Überdachung Fabrikareal","Jakober : Roofing of the Factory Area","ed-dc-leo"
"111717","Garagen Neubau","New Garage Construction","ed-dc-leo"
"111718","Naturtheater Stetten (heute Theater unter den Kuppeln)","Naturtheater Stetten (Today Theater Under the Cupolas)","ed-dc-leo"
"111719","Mercedes Benz Automobil AG : Erweiterung","Mercedes Benz Automobil AG : Extension","ed-dc-leo"
"111720","Atom Unterstand Buildco","Nuclear Shelter Buildco","ed-dc-leo"
"111721","Kirchenbau in Mödling","Church Building in Mödling","ed-dc-leo"
"111722","Lagerhalle","Warehouse","ed-dc-leo"
"111723","Tankstelle Shell AG","Petrol Station Shell AG","ed-dc-leo"
"111724","Günter AG (GMB Technik)","Günter AG (GMB Technology)","ed-dc-leo"
"111725","Garage Sergio Starini","Garage Sergio Starini","ed-dc-leo"
"111726","Fabrikgebäude W. Ruf : Aufstockung","Factory Building W. Ruf : Storey Addition","ed-dc-leo"
"111727","Nato-Lagerhallen","Nato Warehouses","ed-dc-leo"
"111728","Kodak","Kodak","ed-dc-leo"
"111729","Alfons Mayolani, Transporte","Alfons Mayolani, Transportation","ed-dc-leo"
"111730","Flughafen Stuttgart GmbH : Flugzeugwartungshalle : Neubau","Flughafen Stuttgart Gmbh : Aircraft Maintenance Hangar : New Building","ed-dc-leo"
"111731","Baumaschinen AG","Construction Machinery AG","ed-dc-leo"
"111732","Rundkohlelager","Round Coal Storage","ed-dc-leo"
"111733","Garage Epper : Werkhalle","Garage Epper : Workshop","ed-dc-leo"
"111734","Federnfabrik Straub (heute Federtechnik Wangs AG)","Spring Factory Straub (Today Spring Factory Wangs AG)","ed-dc-leo"
"111735","Fleischwarenfabrik Micarna II","Meat Factory Micarna II","ed-dc-leo"
"111736","Gustav Gerig + Co. AG : Fabrikations- und Lagerhallen : Neubau","Gustav Gerig + Co. AG : Production and Storage Halls : New Building","ed-dc-leo"
"111737","H. Frei : Hallenbau","H. Frei : Hall Construction","ed-dc-leo"
"111738","Garage","Garage","ed-dc-leo"
"111740","Galenica AG","Galenica AG","ed-dc-leo"
"111742","Hewlett-Packard : Prüfhaube","Hewlett-Packard : Test Hood","ed-dc-leo"
"111743","Albert Burkart : Lagergebäude","Albert Burkart : Warehouse","ed-dc-leo"
"111744","Fahrradfabrik Mondia : Ersatzteillager : Neubau","Bicycle Factory Mondia : Spare Parts Store : New Building","ed-dc-leo"
"111745","Carl Spaeter AG","Carl Spaeter AG","ed-dc-leo"
"111746","Südwestdeutsche Verkehrs-AG SWEG : Triebwagenwartungshalle Ottenhöfen","Südwestdeutsche Verkehrs-AG SWEG : Railcar Maintenance Hall Ottenhöfen","ed-dc-leo"
"111747","Erdhaus Martin Tschaggelar : Öko-Pilotprojekt Birchen","Earthhouse Martin Tschaggelar : Birchen Eco-Pilot Project","ed-dc-leo"
"111748","Carrosseriewerk Ramseier & Jenzer AG : Werkhallen in Worblaufen : Neubau","Car Body Factory Ramseier & Jenzer AG : Workshops in Worblaufen : New Building","ed-dc-leo"
"111749","Arkina SA (Wüthrich Thun)","Arkina SA (Wüthrich Thun)","ed-dc-leo"
"111750","Eidgenössisches Arbeitsinspektorat, Kreis 2","Federal Labor Inspectorate, District 2","ed-dc-leo"
"111751","Amt für Mass und Gewicht AMG (heute Eidgenössisches Institut für Metrologie Metas) : Turmaufsatz","Office for Weights and Measures Amg (Today Swiss Federal Institute for Metrology Metas) : Tower Top","ed-dc-leo"
"111752","Aluminium-Wasserfahrzeuge-Fabrik Spiboot","Aluminum Watercraft Factory Spiboot","ed-dc-leo"
"111753","Alucoplast Skandinavien : Leichtmetall-Fenster-Fabrik","Alucoplast Scandinavia : Light Metal Window Factory","ed-dc-leo"
"111755","Stromeyer & Co. GmbH","Stromeyer & Co. GmbH","ed-dc-leo"
"111756","Michael Bardey : Gespräch","Michael Bardey : Conversation","ed-dc-leo"
"111757","Schweizer Armee : Brücke Habkern","Swiss Army : Habkern Bridge","ed-dc-leo"
"111759","Stadttheater Winterthur : Zivilschutzanlage","Stadttheater Winterthur : Civil Defense System","ed-dc-leo"
"111760","Olympiagelände München : Olympiastadion","Munich Olympic Park : Olympic Stadium","ed-dc-leo"
"111761","Store for Mr. Bin-Yaqub","Store for Mr. Bin-Yaqub","ed-dc-leo"
"111762","Einfamilienhaus Etter","Single-Family House Etter Lurtigen","ed-dc-leo"
"111763","LIAS Leichtbaustoffe GmbH","LIAS Leichtbaustoffe GmbH","ed-dc-leo"
"111764","Hunziker","Hunziker","ed-dc-leo"
"111765","Inelectra SA : Ausstellungshalle","Inelectra SA : Exhibition Hall","ed-dc-leo"
"111766","Jakober : Überdachung Fabrikareal","Jakober : Roofing of the Factory Area","ed-dc-leo"
"111767","Garagen Neubau","New Garage Building","ed-dc-leo"
"111768","Naturtheater Stetten (heute Theater unter den Kuppeln) : Überdachung Zuschauertribüne","Natural Theatre Stetten","ed-dc-leo"
"111769","Mercedes Benz Automobil AG : Erweiterung","Mercedes Benz Automobil AG : Extension","ed-dc-leo"
"111770","Atom Unterstand Buildco","Nuclear Shelter Buildco","ed-dc-leo"
"111771","Kirchenbau in Mödling","Church Building in Mödling","ed-dc-leo"
"111772","Lagerhalle","Warehouse","ed-dc-leo"
"111773","Tankstelle Shell AG","Petrol Station Shell AG","ed-dc-leo"
"111774","Günter AG (GMB Technik)","Günter AG (GMB Technology)","ed-dc-leo"
"111775","Garage Sergio Starini","Garage Sergio Starini","ed-dc-leo"
"111776","Fabrikgebäude W. Ruf : Aufstockung","Factory Building W. Ruf : Storey Addition","ed-dc-leo"
"111777","Nato-Lagerhallen","Nato Warehouses","ed-dc-leo"
"111778","Kodak","Kodak","ed-dc-leo"
"111779","Alfons Mayolani, Transporte","Alfons Mayolani, Transportation","ed-dc-leo"
"111780","Flughafen Stuttgart GmbH : Flugzeugwartungshalle : Neubau","Flughafen Stuttgart Gmbh : Aircraft Maintenance Hangar : New Building","ed-dc-leo"
"111781","Baumaschinen AG","Construction Machinery AG","ed-dc-leo"
"111782","Rundkohlelager","Round Coal Storage","ed-dc-leo"
"111783","Garage Epper : Werkhalle","Garage Epper : Workshop","ed-dc-leo"
"111784","Federnfabrik Straub (heute Federtechnik Wangs AG)","Spring Factory Straub (Today Spring Factory Wangs AG)","ed-dc-leo"
"111785","Fleischwarenfabrik Micarna II","Meat Factory Micarna II","ed-dc-leo"
"111786","Gustav Gerig + Co. AG : Fabrikations- und Lagerhallen : Neubau","Gustav Gerig + Co. AG : Production and Storage Halls : New Building","ed-dc-leo"
"111787","H. Frei : Hallenbau","H. Frei : Hall Construction","ed-dc-leo"
"111788","Garage","Garage","ed-dc-leo"
"111789","Kunststoffwerk Starkermann & Cie. : Lagerhalle : Neubau","Plastic Factory Starkermann & Cie. : Warehouse : New Building","ed-dc-leo"
"111790","Galenica AG","Galenica AG","ed-dc-leo"
"111791","Hauptbahnhof Stuttgart 21 : Vorstatik-Berechungen","Central Station Stuttgart 21 : Static Calculations","ed-dc-leo"
"111792","Innenwände eines eher kleinen Objektes","Inner Walls of a Rather Small Object","ed-dc-leo"
"111793","Brauerei Haldengut : Vordächer Flaschengeschäft","Brewery Haldengut : Canopies Bottle Shop","ed-dc-leo"
"111794","Landmaschinenhandlung und -werkstatt","Agricultural Machinery Dealership and Workshop","ed-dc-leo"
"111795","Pro Rheno Betriebs AG: Abwasserreinigungsanlage ARA: Abdeckung Abwassertanks","Pro Rheno Betriebs AG : Ara Wastewater Treatment Plant : Cover Wastewater Tanks","ed-dc-leo"
"111796","13. Asienspiele 1998 : Sportzentrum","13. Asian Games 1998 : Sports Center","ed-dc-leo"
"111797","Bundesgartenschau","Federal Garden Show","ed-dc-leo"
"111798","Fasshandel Charles Jaccaz","Barrel Trade Charles Jaccaz","ed-dc-leo"
"111800","Flachdachhalle Räss + Co. AG","Flat Roof Hall Räss + Co. AG","ed-dc-leo"
"111801","Architekt J. Schröder","Architect J. Schröder","ed-dc-leo"
"111802","Perforag Ltd. : Neubau","Perforag Ltd. : New Building","ed-dc-leo"
"111803","Bürgenmeier-Kirsmer","Bürgenmeier-Kirsmer","ed-dc-leo"
"111804","Granulatsilo Haka AG : Berechnungen (Fundamente)","Granulate Silo Haka AG : Calculations (Foundations)","ed-dc-leo"
"111806","Garage Egloff","Garage Egloff","ed-dc-leo"
"111807","Hr. Koch : Neubau","Hr. Koch : New Building","ed-dc-leo"
"111808","Kabelwerke Brugg","Brugg Cable Works","ed-dc-leo"
"111809","Einfamilienhaus Rolf Meier","Single-Family House Rolf Meier","ed-dc-leo"
"111811","Architekt L. Chiesa : Magazingebäude","Architect L. Chiesa : Magazine Building","ed-dc-leo"
"111812","Kirchliches Zentrum Hünenberg","Church Center Hünenberg","ed-dc-leo"
"111813","Ballettschule Stauffer","Ballet School Stauffer","ed-dc-leo"
"111814","Feuerwehrmagazin Alchenflüh","Fire Department Magazine Alchenflüh","ed-dc-leo"
"111815","Golf Genf","Golf Geneva","ed-dc-leo"
"111816","Atom Unterstand Europea de Protecciony Securida","Nuclear Shelter Europea de Proteccion Y Seguridad","ed-dc-leo"
"111817","Wäscherei Bardusch","Laundry Bardusch","ed-dc-leo"
"111818","Volg Fehraltdorf : Selbstbedienungs-Benzinstation AGROLA","Volg Fehraltdorf : Agrola Self-Service Petrol Station AGROLA","ed-dc-leo"
"111819","Diverse Skizzen","Various Sketches","ed-dc-leo"
"111820","Curling Kunsteisbahn","Curling Ice Rink","ed-dc-leo"
"111821","Gebrüder Dürst : Heustall-Umbau, Einbau Angestelltenwohnungen","Gebrüder Dürst : Conversion of the Hay Barn, Installation of Employee Housing","ed-dc-leo"
"111822","Wohnhaus P. Roch","Residence P. Roch","ed-dc-leo"
"111823","Lagerhalle Firma Wolff","Wolff Warehouse","ed-dc-leo"
"111824","Autohaus Katz : Reperatur- und Ausstellungshalle : Neubau","Car Dealership Katz : Repair and Exhibition Hall : New Building","ed-dc-leo"
"111825","Buchecker, Lagerhaus : Neubau","Buchecker, Warehouse : New Building","ed-dc-leo"
"111826","E. Bärtschi : Eisen- und Aluminiumgiesserei : Erweiterung","E. Bärtschi : Iron and Aluminum Foundry : Extension","ed-dc-leo"
"111827","Auto-Carrosseriewerk Kiener","Car Body Shop Kiener","ed-dc-leo"
"111830","Motorfahrzeugkontrolle (MFK)","Motor Vehicle Inspection (MFK)","ed-dc-leo"
"111832","Firma Rexer : Uhrenfabrik : Neubau","Rexer Company : Watch Factory : New Building","ed-dc-leo"
"111833","Hallenneubau Wetzikon","New Hall in Wetzikon","ed-dc-leo"
"111834","Thomann Druck AG","Thomann Druck AG","ed-dc-leo"
"111836","Baugeschäft Hugo Oettli : Lagerhalle","Construction Business Hugo Oettli : Warehouse","ed-dc-leo"
"111839","Weekendhaus Delphino","Weekend House Delphino","ed-dc-leo"
"111841","Pfadiheim","Scout Home","ed-dc-leo"
"111842","Fotoatelier Rolf E. Menzel","Photo Studio Rolf E. Menzel","ed-dc-leo"
"111843","Innenwände eines eher kleinen Objektes","Inner Walls of a Rather Small Object","ed-dc-leo"
"111844","Brauerei Haldengut : Vordächer Flaschengeschäft","Brewery Haldengut : Canopies Bottle Shop","ed-dc-leo"
"111845","Landmaschinenhandlung und -werkstatt","Agricultural Machinery Dealership and Workshop","ed-dc-leo"
"111846","Pro Rheno Betriebs AG: Abwasserreinigungsanlage ARA: Abdeckung Abwassertanks","Pro Rheno Betriebs AG : Ara Wastewater Treatment Plant : Cover Wastewater Tanks","ed-dc-leo"
"111847","13. Asienspiele 1998 : Sportzentrum","13. Asian Games 1998 : Sports Center","ed-dc-leo"
"111848","Bundesgartenschau","Federal Garden Show","ed-dc-leo"
"111849","Fasshandel Charles Jaccaz : Halle, Bürogebäude","Barrel Trade Charles Jaccaz : Hall, Office Building","ed-dc-leo"
"111850","Bauunternehmung W. Bösiger AG : Bürogebäude","Construction Company W. Bösiger AG","ed-dc-leo"
"111851","Flachdachhalle Räss + Co. AG","Flat Roof Hall Räss + Co. AG","ed-dc-leo"
"111852","Architekt J. Schröder","Architect J. Schröder","ed-dc-leo"
"111853","Perforag Ltd. : Neubau","Perforag Ltd. : New Building","ed-dc-leo"
"111854","Bürgenmeier-Kirsmer","Bürgenmeier-Kirsmer","ed-dc-leo"
"111855","Granulatsilo Haka AG : Berechnungen (Fundamente)","Granulate Silo Haka AG : Calculations (Foundations)","ed-dc-leo"
"111856","Metallbearbeitung Haba AG : Lagerhalle : Neubau","Metalworking Haba AG","ed-dc-leo"
"111857","Garage Egloff","Garage Egloff","ed-dc-leo"
"111858","Hr. Koch : Neubau","Hr. Koch : New Building","ed-dc-leo"
"111859","Kabelwerke Brugg","Brugg Cable Works","ed-dc-leo"
"111860","Einfamilienhaus Rolf Meier","Single-Family House Rolf Meier","ed-dc-leo"
"111861","Konditorei und Tea-Room Neuhaus : Vordach","Pastry Shop and Tea Room Neuhaus : Canopy","ed-dc-leo"
"111862","Architekt L. Chiesa : Magazingebäude","Architect L. Chiesa : Magazine Building","ed-dc-leo"
"111863","Kirchliches Zentrum Hünenberg","Church Center Hünenberg","ed-dc-leo"
"111864","Ballettschule Stauffer","Ballet School Stauffer","ed-dc-leo"
"111865","Feuerwehrmagazin Alchenflüh","Fire Department Magazine Alchenflüh","ed-dc-leo"
"111866","Golf Genf","Golf Geneva","ed-dc-leo"
"111867","Atom Unterstand Europea de Protecciony Securida","Nuclear Shelter Europea de Proteccion Y Seguridad","ed-dc-leo"
"111868","Wäscherei Bardusch","Laundry Bardusch","ed-dc-leo"
"111869","Volg Fehraltdorf : Selbstbedienungs-Benzinstation AGROLA","Volg Fehraltdorf : Agrola Self-Service Petrol Station AGROLA","ed-dc-leo"
"111870","Diverse Skizzen","Various Sketches","ed-dc-leo"
"111871","Curling Kunsteisbahn","Curling Ice Rink","ed-dc-leo"
"111872","Gebrüder Dürst : Heustall-Umbau, Einbau Angestelltenwohnungen","Gebrüder Dürst : Conversion of the Hay Barn, Installation of Employee Housing","ed-dc-leo"
"111873","Wohnhaus P. Roch","Residence P. Roch","ed-dc-leo"
"111874","Lagerhalle Firma Wolff","Wolff Warehouse","ed-dc-leo"
"111875","Autohaus Katz : Reperatur- und Ausstellungshalle : Neubau","Car Dealership Katz : Repair and Exhibition Hall : New Building","ed-dc-leo"
"111876","Buchecker, Lagerhaus : Neubau","Buchecker, Warehouse : New Building","ed-dc-leo"
"111877","E. Bärtschi : Eisen- und Aluminiumgiesserei : Erweiterung","E. Bärtschi : Iron and Aluminum Foundry : Extension","ed-dc-leo"
"111878","Auto-Carrosseriewerk Kiener","Car Body Shop Kiener","ed-dc-leo"
"111880","Diverse Anfrage mit wenig Material","Various Request With Little Material","ed-dc-leo"
"111881","Motorfahrzeugkontrolle (MFK)","Motor Vehicle Inspection (MFK)","ed-dc-leo"
"111883","Firma Rexer : Uhrenfabrik : Neubau","Rexer Company : Watch Factory","ed-dc-leo"
"111884","Hallenneubau Wetzikon","New Hall in Wetzikon","ed-dc-leo"
"111885","Thomann Druck AG","Thomann Druck AG","ed-dc-leo"
"111886","Armeemotorfahrzeugpark AMP, Burgdorf : Amt für Bundesbauten, Baukreis 3 : Tankstellendach Sanierung","Army Motor Vehicle Park AMP, Burgdorf : Office for Federal Buildings, Construction Group 3 : Petrol Station Roof Renovation Burgdorf, Militärstrasse","ed-dc-leo"
"111887","Baugeschäft Hugo Oettli : Lagerhalle","Construction Business Hugo Oettli : Warehouse","ed-dc-leo"
"111888","Garage Rossetti : Neubau : Ausstellungshalle Garage Moderne","Garage Rossetti : New Building : Garage Moderne Exhibition Hall","ed-dc-leo"
"111889","Weekendhaus Delphino","Weekend House Delphino","ed-dc-leo"
"111890","Pfadiheim","Scout Home","ed-dc-leo"
"111891","Fotoatelier Rolf E. Menzel","Photo Studio Rolf E. Menzel","ed-dc-leo"
"111892","Bossard Cupole Clause : Gartencenter","Bossard Cupole Clause : Garden Center","ed-dc-leo"
"111893","Conti Elektrogrosshandel","Conti Electronic Wholesale","ed-dc-leo"
"111894","Forster : Fabrikerweiterung","Forster : Factory Extension","ed-dc-leo"
"111897","Magsa SA : Schalenbau : Neubau","Magsa SA : Shell Construction : New Building","ed-dc-leo"
"111898","Einstellhalle Spechtweg","Spechtweg Parking Garage","ed-dc-leo"
"111899","Möbelwerk Nothdurft","Furniture Factory Nothdurft","ed-dc-leo"
"111900","Büro in Chur","Office in Chur","ed-dc-leo"
